date,open,high,low,close,volume,split,dividend,absoluteChange,percentChange
2012-06-11,0.0,5.5747,,,,,,,
2012-06-12,0.0,5.7,,,,,,,
2012-06-13,0.0,5.929,,,,,,,
2012-06-14,0.0,5.9541,,,,,,,
2012-06-15,0.0,6.5,,,,,,,
2012-06-16,0.0,6.4,,,,,,,
2012-06-17,0.0,6.1638,,,,,,,
2012-06-18,0.0,6.31,,,,,,,
2012-06-19,0.0,6.4988,,,,,,,
2012-06-20,0.0,6.67,,,,,,,
2012-06-21,0.0,6.6801,,,,,,,
2012-06-22,0.0,6.5478,,,,,,,
2012-06-23,0.0,6.4285,,,,,,,
2012-06-24,0.0,6.35,,,,,,,
2012-06-25,0.0,6.3048,,,,,,,
2012-06-26,0.0,6.4195,,,,,,,
2012-06-27,0.0,6.647,,,,,,,
2012-06-28,0.0,6.6059,,,,,,,
2012-06-29,0.0,6.65,,,,,,,
2012-06-30,0.0,6.69,,,,,,,
2012-07-01,0.0,6.629,,,,,,,
2012-07-02,0.0,6.76,,,,,,,
2012-07-03,0.0,6.4499,,,,,,,
2012-07-04,0.0,6.5101,,,,,,,
2012-07-05,10.06,6.67,,,,,,,
2012-07-06,0.0,6.6481,,,,,,,
2012-07-07,0.0,6.7621,,,,,,,
2012-07-08,0.0,6.799,,,,,,,
2012-07-09,0.0,7.0215,,,,,,,
2012-07-10,0.0,7.1999,,,,,,,
2012-07-11,0.0,7.15,,,,,,,
2012-07-12,0.0,7.7644,,,,,,,
2012-07-13,0.0,7.6651,,,,,,,
2012-07-14,0.0,7.5421,,,,,,,
2012-07-15,0.0,7.621,,,,,,,
2012-07-16,0.0,8.4996,,,,,,,
2012-07-17,0.0,8.8,,,,,,,
2012-07-18,0.0,9.1098,,,,,,,
2012-07-19,0.0,8.87,,,,,,,
2012-07-20,0.0,8.52,,,,,,,
2012-07-21,0.0,8.8455,,,,,,,
2012-07-22,0.0,8.4096,,,,,,,
2012-07-23,0.0,8.4457,,,,,,,
2012-07-24,0.0,8.6,,,,,,,
2012-07-25,0.0,8.8,,,,,,,
2012-07-26,0.0,8.9,,,,,,,
2012-07-27,0.0,8.9,,,,,,,
2012-07-28,0.0,8.8881,,,,,,,
2012-07-29,0.0,8.7103,,,,,,,
2012-07-30,0.0,9.098,,,,,,,
2012-07-31,0.0,9.35,,,,,,,
2012-08-01,0.0,9.5503,,,,,,,
2012-08-02,0.0,10.53,,,,,,,
2012-08-03,0.0,10.97,,,,,,,
2012-08-04,0.0,10.984,,,,,,,
2012-08-05,0.0,10.87,,,,,,,
2012-08-06,0.0,10.8552,,,,,,,
2012-08-07,0.0,11.1,,,,,,,
2012-08-08,0.0,11.0553,,,,,,,
2012-08-09,0.0,11.0611,,,,,,,
2012-08-10,0.0,11.3864,,,,,,,
2012-08-11,0.0,11.5102,,,,,,,
2012-08-12,0.0,11.624,,,,,,,
2012-08-13,0.0,12.0375,,,,,,,
2012-08-14,0.0,12.19,,,,,,,
2012-08-15,0.0,13.25,,,,,,,
2012-08-16,0.0,13.5,,,,,,,
2012-08-17,0.0,11.5836,,,,,,,
2012-08-18,0.0,11.61,,,,,,,
2012-08-19,0.0,8.0,,,,,,,
2012-08-20,0.0,10.1,,,,,,,
2012-08-21,0.0,9.915,,,,,,,
2012-08-22,0.0,9.8068,,,,,,,
2012-08-23,0.0,10.1,,,,,,,
2012-08-24,0.0,10.6,,,,,,,
2012-08-25,0.0,10.5239,,,,,,,
2012-08-26,0.0,10.61,,,,,,,
2012-08-27,0.0,10.95,,,,,,,
2012-08-28,0.0,10.94,,,,,,,
2012-08-29,0.0,10.9169,,,,,,,
2012-08-30,0.0,10.777,,,,,,,
2012-08-31,0.0,10.16,,,,,,,
2012-09-01,0.0,9.9654,,,,,,,
2012-09-02,0.0,10.2041,,,,,,,
2012-09-03,0.0,10.53,,,,,,,
2012-09-04,0.0,10.3847,,,,,,,
2012-09-05,1.00416839,10.9997,,,,,,,
2012-09-06,0.0,11.181,,,,,,,
2012-09-07,0.0,11.0,,,,,,,
2012-09-08,1.01156225,11.037,,,,,,,
2012-09-09,0.0,11.02,,,,,,,
2012-09-10,0.0,11.17,,,,,,,
2012-09-11,1.01805325,11.3308,,,,,,,
2012-09-12,0.0,11.3649,,,,,,,
2012-09-13,0.0,11.399,,,,,,,
2012-09-14,0.0,11.67,,,,,,,
2012-09-15,0.0,11.75,,,,,,,
2012-09-16,0.0,11.87,,,,,,,
2012-09-17,0.0,11.89,,,,,,,
2012-09-18,0.0,12.25,,,,,,,
2012-09-19,0.0,12.5725,,,,,,,
2012-09-20,1.01219691,12.2825,,,,,,,
2012-09-21,0.0,12.368,,,,,,,
2012-09-22,0.0,12.2378,,,,,,,
2012-09-23,0.0,12.1933,,,,,,,
2012-09-24,0.0,12.1,,,,,,,
2012-09-25,0.0,12.197,,,,,,,
2012-09-26,0.0,12.27,,,,,,,
2012-09-27,0.02575835,12.3089,,,,,,,
2012-09-28,0.0,12.391,,,,,,,
2012-09-29,0.0,12.3631,,,,,,,
2012-09-30,0.0,12.4,,,,,,,
2012-10-01,0.0,12.4,,,,,,,
2012-10-02,0.0,12.84,,,,,,,
2012-10-03,0.00710772,12.89,,,,,,,
2012-10-04,0.0,12.85,,,,,,,
2012-10-05,0.0,12.688,,,,,,,
2012-10-06,0.0,12.505,,,,,,,
2012-10-07,0.0,11.8,,,,,,,
2012-10-08,0.0,11.7781,,,,,,,
2012-10-09,0.0,11.895,,,,,,,
2012-10-10,0.0,12.12,,,,,,,
2012-10-11,0.0,12.03,,,,,,,
2012-10-12,0.01822713,12.0,,,,,,,
2012-10-13,0.01865022,11.861,,,,,,,
2012-10-14,0.0,11.7389,,,,,,,
2012-10-15,0.0,11.8381,,,,,,,
2012-10-16,0.0,11.8499,,,,,,,
2012-10-17,0.0,11.81,,,,,,,
2012-10-18,0.0066896,11.9398,,,,,,,
2012-10-19,0.0,11.7401,,,,,,,
2012-10-20,0.0,11.7399,,,,,,,
2012-10-21,0.0,11.6311,,,,,,,
2012-10-22,0.0,11.7101,,,,,,,
2012-10-23,0.0,11.65,,,,,,,
2012-10-24,0.0,11.65,,,,,,,
2012-10-25,0.0,10.8616,,,,,,,
2012-10-26,0.0,10.1706,,,,,,,
2012-10-27,0.0,10.2605,,,,,,,
2012-10-28,0.0,10.7,,,,,,,
2012-10-29,0.0,10.6,,,,,,,
2012-10-30,0.0,10.8875,,,,,,,
2012-10-31,0.0,11.201,,,,,,,
2012-11-01,0.0,10.57,,,,,,,
2012-11-02,1.01583475,10.4688,,,,,,,
2012-11-03,0.0,10.6425,,,,,,,
2012-11-04,0.0,10.8001,,,,,,,
2012-11-05,0.0,10.748,,,,,,,
2012-11-06,97.95413766,10.899,,,,,,,
2012-11-07,0.0,10.92,,,,,,,
2012-11-08,0.0,10.925,,,,,,,
2012-11-09,0.0,10.815,,,,,,,
2012-11-10,0.0,10.89,,,,,,,
2012-11-11,0.0,10.8687,,,,,,,
2012-11-12,0.0,11.008,,,,,,,
2012-11-13,0.0,10.9512,,,,,,,
2012-11-14,0.0,10.95,,,,,,,
2012-11-15,0.0,11.1977,,,,,,,
2012-11-16,0.0,11.7489,,,,,,,
2012-11-17,0.0,11.7889,,,,,,,
2012-11-18,0.0,11.6515,,,,,,,
2012-11-19,0.0,11.7999,,,,,,,
2012-11-20,0.0,11.7328,,,,,,,
2012-11-21,0.0,11.77,,,,,,,
2012-11-22,0.0,12.4219,,,,,,,
2012-11-23,0.0,12.345,,,,,,,
2012-11-24,0.0,12.4115,,,,,,,
2012-11-25,0.0,12.4821,,,,,,,
2012-11-26,0.0,12.2455,,,,,,,
2012-11-27,0.0,12.2,,,,,,,
2012-11-28,0.0,12.3477,,,,,,,
2012-11-29,0.0,12.45,,,,,,,
2012-11-30,0.0,12.565,,,,,,,
2012-12-01,0.0,12.562,,,,,,,
2012-12-02,0.0,12.5,,,,,,,
2012-12-03,0.0,12.679,,,,,,,
2012-12-04,0.0,13.41,,,,,,,
2012-12-05,0.0,13.38,,,,,,,
2012-12-06,0.0,13.299,,,,,,,
2012-12-07,0.0,13.4999,,,,,,,
2012-12-08,0.0,13.4201,,,,,,,
2012-12-09,0.0,13.388,,,,,,,
2012-12-10,0.0,13.4334,,,,,,,
2012-12-11,0.0,13.557,,,,,,,
2012-12-12,0.0,13.6989,,,,,,,
2012-12-13,0.0,13.7001,,,,,,,
2012-12-14,0.0,13.6,,,,,,,
2012-12-15,0.0,13.4901,,,,,,,
2012-12-16,0.0,13.3,,,,,,,
2012-12-17,0.0,13.2501,,,,,,,
2012-12-18,0.0,13.299,,,,,,,
2012-12-19,0.0,13.599,,,,,,,
2012-12-20,0.0,13.5246,,,,,,,
2012-12-21,0.0,13.5,,,,,,,
2012-12-22,0.0,13.3714,,,,,,,
2012-12-23,0.0,13.312,,,,,,,
2012-12-24,0.0,13.38,,,,,,,
2012-12-25,1.00520347,13.35,,,,,,,
2012-12-26,0.0,13.4679,,,,,,,
2012-12-27,0.0,13.4217,,,,,,,
2012-12-28,0.0,13.4212,,,,,,,
2012-12-29,0.0,13.4,,,,,,,
2012-12-30,0.0,13.45,,,,,,,
2012-12-31,0.0,13.51,,,,,,,
2013-01-01,0.0,13.3041,,,,,,,
2013-01-02,0.0,13.28,,,,,,,
2013-01-03,0.0,13.3979,,,,,,,
2013-01-04,0.0,13.5,,,,,,,
2013-01-05,0.0,13.44,,,,,,,
2013-01-06,0.0,13.454,,,,,,,
2013-01-07,0.0,13.5876,,,,,,,
2013-01-08,0.0,13.7428,,,,,,,
2013-01-09,0.0,13.77,,,,,,,
2013-01-10,0.0,14.14,,,,,,,
2013-01-11,0.0,14.137,,,,,,,
2013-01-12,0.0,14.237,,,,,,,
2013-01-13,0.0,14.116,,,,,,,
2013-01-14,0.0,14.3,,,,,,,
2013-01-15,0.0,14.25,,,,,,,
2013-01-16,0.0,14.73,,,,,,,
2013-01-17,0.0,15.5,,,,,,,
2013-01-18,0.0,15.705,,,,,,,
2013-01-19,0.0,15.615,,,,,,,
2013-01-20,0.0,15.7,,,,,,,
2013-01-21,0.0,16.8,,,,,,,
2013-01-22,0.0,17.2614,,,,,,,
2013-01-23,0.0,17.5,,,,,,,
2013-01-24,0.0,16.896,,,,,,,
2013-01-25,0.0,17.4,,,,,,,
2013-01-26,0.0,17.88,,,,,,,
2013-01-27,0.0,17.8182,,,,,,,
2013-01-28,0.0,18.721,,,,,,,
2013-01-29,0.0,19.5254,,,,,,,
2013-01-30,0.0,19.7,,,,,,,
2013-01-31,0.0,20.41,,,,,,,
2013-02-01,0.0,20.499,,,,,,,
2013-02-02,0.0,19.63,,,,,,,
2013-02-03,0.0,20.59,,,,,,,
2013-02-04,0.0,20.4301,,,,,,,
2013-02-05,0.0,20.6,,,,,,,
2013-02-06,0.0,21.18,,,,,,,
2013-02-07,0.0,22.15,,,,,,,
2013-02-08,0.0,22.66,,,,,,,
2013-02-09,0.0,23.65,,,,,,,
2013-02-10,0.0,23.9698,,,,,,,
2013-02-11,0.0,24.65,,,,,,,
2013-02-12,8e-05,25.1698,,,,,,,
2013-02-13,0.0,24.2,,,,,,,
2013-02-14,0.0,27.2205,,,,,,,
2013-02-15,0.0,27.1,,,,,,,
2013-02-16,0.0,27.2158,,,,,,,
2013-02-17,0.0,26.8146,,,,,,,
2013-02-18,0.0,26.95,,,,,,,
2013-02-19,0.0,29.4176,,,,,,,
2013-02-20,0.0,29.645,,,,,,,
2013-02-21,0.0,29.7477,,,,,,,
2013-02-22,1.287,30.2454,,,,,,,
2013-02-23,0.0,29.8,,,,,,,
2013-02-24,0.0,29.89,,,,,,,
2013-02-25,0.0,30.4,,,,,,,
2013-02-26,2e-05,31.1,,,,,,,
2013-02-27,0.0,30.9012,,,,,,,
2013-02-28,0.0,33.38,,,,,,,
2013-03-01,0.0,34.5,,,,,,,
2013-03-02,0.0,34.25,,,,,,,
2013-03-03,0.0,34.5,,,,,,,
2013-03-04,0.0,36.152,,,,,,,
2013-03-05,0.0,40.33,,,,,,,
2013-03-06,0.01743782,41.0201,,,,,,,
2013-03-07,0.0,42.0,,,,,,,
2013-03-08,0.0,44.18,,,,,,,
2013-03-09,0.0,46.85,,,,,,,
2013-03-10,0.0,46.0,,,,,,,
2013-03-11,0.0,48.4,,,,,,,
2013-03-12,0.0,44.2899,,,,,,,
2013-03-13,2.89485629,46.92,,,,,,,
2013-03-14,0.0,47.1696,,,,,,,
2013-03-15,0.0029574600000000003,46.95,,,,,,,
2013-03-16,0.00142353,47.0002,,,,,,,
2013-03-17,0.0,47.4,,,,,,,
2013-03-18,0.00420126,51.6,,,,,,,
2013-03-19,0.0,59.14,,,,,,,
2013-03-20,0.03512722,64.4888,,,,,,,
2013-03-21,0.0,70.85,,,,,,,
2013-03-22,5.0,69.865,,,,,,,
2013-03-23,22.7,64.35,,,,,,,
2013-03-24,0.0,71.5,,,,,,,
2013-03-25,0.0,73.6,,,,,,,
2013-03-26,0.0,78.5,,,,,,,
2013-03-27,0.01779955,88.92,,,,,,,
2013-03-28,0.0,86.18,,,,,,,
2013-03-29,0.0,90.5,,,,,,,
2013-03-30,0.0,92.19,,,,,,,
2013-03-31,0.0,93.03,,,,,,,
2013-04-01,0.0,104.0,,,,,,,
2013-04-02,0.0,117.98,,,,,,,
2013-04-03,0.0,135.0,,,,,,,
2013-04-04,0.0,132.12,,,,,,,
2013-04-05,0.0,142.3236,,,,,,,
2013-04-06,0.0,142.6311,,,,,,,
2013-04-07,0.0,162.301,,,,,,,
2013-04-08,0.0998,187.5,,,,,,,
2013-04-09,0.0,230.0,,,,,,,
2013-04-10,0.02,165.0,,,,,,,
2013-04-11,0.0,124.9,,,,,,,
2013-04-12,0.0,117.0,,,,,,,
2013-04-13,0.01084468,93.0,,,,,,,
2013-04-14,0.01037763,90.0,,,,,,,
2013-04-15,0.0100753,82.386,,,,,,,
2013-04-16,0.0016996,68.3557,,,,,,,
2013-04-17,0.0,93.07,,,,,,,
2013-04-18,6e-05,109.01,,,,,,,
2013-04-19,0.00211008,118.48,,,,,,,
2013-04-20,0.0,126.6155,,,,,,,
2013-04-21,3.2e-05,119.2,,,,,,,
2013-04-22,0.021859860000000002,127.4,,,,,,,
2013-04-23,2.5e-06,143.475,,,,,,,
2013-04-24,0.0,154.2,,,,,,,
2013-04-25,0.0001,141.71,,,,,,,
2013-04-26,0.0,136.9,,,,,,,
2013-04-27,0.01031678,128.0001,,,,,,,
2013-04-28,0.01041931,134.4444,,,,,,,
2013-04-29,0.8254549199999999,143.9999,,,,,,,
2013-04-30,0.01067088,139.2269,,,,,,,
2013-05-01,0.022735909999999998,116.38,,,,,,,
2013-05-02,2.01139135,106.25,,,,,,,
2013-05-03,4e-05,98.1,,,,,,,
2013-05-04,0.02123382,112.9,,,,,,,
2013-05-05,0.011433760000000001,115.98,,,,,,,
2013-05-06,0.01006764,112.25,,,,,,,
2013-05-07,0.01045606,109.6001,,,,,,,
2013-05-08,0.01210233,113.2,,,,,,,
2013-05-09,0.01190793,112.799,,,,,,,
2013-05-10,0.020827270000000002,117.7,,,,,,,
2013-05-11,0.012079679999999999,115.64,,,,,,,
2013-05-12,0.01045189,114.82,,,,,,,
2013-05-13,0.0020365800000000005,117.9797,,,,,,,
2013-05-14,0.00127059,111.4,,,,,,,
2013-05-15,5e-05,114.22,,,,,,,
2013-05-16,0.01063346,118.21,,,,,,,
2013-05-17,0.01232252,123.5,,,,,,,
2013-05-18,0.0100289,123.211,,,,,,,
2013-05-19,0.01269055,122.5,,,,,,,
2013-05-20,0.01292776,122.02,,,,,,,
2013-05-21,1.3e-05,122.89,,,,,,,
2013-05-22,0.0101895,123.8,,,,,,,
2013-05-23,8.34e-06,126.3,,,,,,,
2013-05-24,5e-05,133.1,,,,,,,
2013-05-25,5e-05,131.986,,,,,,,
2013-05-26,0.0,133.5,,,,,,,
2013-05-27,1.69e-05,129.77,,,,,,,
2013-05-28,0.0,129.0,,,,,,,
2013-05-29,0.0060778,132.25,,,,,,,
2013-05-30,0.00101099,128.799,,,,,,,
2013-05-31,0.0,128.8151,,,,,,,
2013-06-01,5e-05,129.3,,,,,,,
2013-06-02,0.0,122.5,,,,,,,
2013-06-03,0.0,120.7372,,,,,,,
2013-06-04,1.48e-05,121.4,,,,,,,
2013-06-05,0.0,121.9,,,,,,,
2013-06-06,0.0,118.9699,,,,,,,
2013-06-07,0.0,111.0,,,,,,,
2013-06-08,0.0121582,107.8924,,,,,,,
2013-06-09,0.0,100.4374,,,,,,,
2013-06-10,2.0,106.35,,,,,,,
2013-06-11,8.1e-06,109.0,,,,,,,
2013-06-12,0.0,108.7759,,,,,,,
2013-06-13,0.0,103.949,,,,,,,
2013-06-14,0.0,100.0,,,,,,,
2013-06-15,0.0,99.8,,,,,,,
2013-06-16,0.0,99.9,,,,,,,
2013-06-17,0.0,101.95,,,,,,,
2013-06-18,0.0,107.35,,,,,,,
2013-06-19,0.0,108.251,,,,,,,
2013-06-20,0.0,111.29,,,,,,,
2013-06-21,0.0,109.5,,,,,,,
2013-06-22,0.0,108.2,,,,,,,
2013-06-23,0.0,107.9,,,,,,,
2013-06-24,0.0,102.09,,,,,,,
2013-06-25,0.0,103.3293,,,,,,,
2013-06-26,0.0,104.0,,,,,,,
2013-06-27,0.0,101.7368,,,,,,,
2013-06-28,0.0,94.66,,,,,,,
2013-06-29,0.0,94.999,,,,,,,
2013-06-30,0.0,97.51,,,,,,,
2013-07-01,0.0,84.6069,,,,,,,
2013-07-02,0.0,87.6562,,,,,,,
2013-07-03,0.0,76.8901,,,,,,,
2013-07-04,0.0,77.685,,,,,,,
2013-07-05,0.0,66.34,,,,,,,
2013-07-06,0.0,66.855,,,,,,,
2013-07-07,0.0,72.5053,,,,,,,
2013-07-08,0.0,74.56,,,,,,,
2013-07-09,0.0,74.225,,,,,,,
2013-07-10,0.0,84.515,,,,,,,
2013-07-11,0.0,91.22,,,,,,,
2013-07-12,0.0,88.465,,,,,,,
2013-07-13,0.0,91.3888,,,,,,,
2013-07-14,0.0,90.3713,,,,,,,
2013-07-15,0.0,93.14,,,,,,,
2013-07-16,0.0,92.7415,,,,,,,
2013-07-17,0.0,90.5425,,,,,,,
2013-07-18,0.0,85.4298,,,,,,,
2013-07-19,0.0,85.7775,,,,,,,
2013-07-20,0.001,85.6675,,,,,,,
2013-07-21,0.0,85.4725,,,,,,,
2013-07-22,0.0,86.0862,,,,,,,
2013-07-23,20.68308797,86.9389,,,,,,,
2013-07-24,0.0,87.4575,,,,,,,
2013-07-25,0.0,89.41,,,,,,,
2013-07-26,0.0,90.6325,,,,,,,
2013-07-27,0.0,89.0975,,,,,,,
2013-07-28,0.0,92.1,,,,,,,
2013-07-29,0.0,93.2981,,,,,,,
2013-07-30,0.0,96.31,,,,,,,
2013-07-31,0.0,97.915,,,,,,,
2013-08-01,0.0,96.4175,,,,,,,
2013-08-02,0.0,97.24,,,,,,,
2013-08-03,0.0,96.66,,,,,,,
2013-08-04,0.0,96.6,,,,,,,
2013-08-05,0.0,96.92,,,,,,,
2013-08-06,0.0,97.1331,,,,,,,
2013-08-07,0.0,96.92,,,,,,,
2013-08-08,0.0,94.775,,,,,,,
2013-08-09,0.0,93.36,,,,,,,
2013-08-10,0.0,93.2875,,,,,,,
2013-08-11,0.0,94.1625,,,,,,,
2013-08-12,0.0,95.085,,,,,,,
2013-08-13,0.0,97.9021,,,,,,,
2013-08-14,5.7e-05,97.96,,,,,,,
2013-08-15,0.0,97.545,,,,,,,
2013-08-16,0.0,98.33,,,,,,,
2013-08-17,0.0,99.565,,,,,,,
2013-08-18,0.0,98.845,,,,,,,
2013-08-19,0.0,102.2997,,,,,,,
2013-08-20,0.0,105.0125,,,,,,,
2013-08-21,0.0,111.445,,,,,,,
2013-08-22,0.0,109.73,,,,,,,
2013-08-23,0.0,107.5475,,,,,,,
2013-08-24,0.0,108.6875,,,,,,,
2013-08-25,0.0,111.795,,,,,,,
2013-08-26,0.0,112.23,,,,,,,
2013-08-27,0.0,117.4461,,,,,,,
2013-08-28,0.0,117.59,,,,,,,
2013-08-29,0.0,117.5227,,,,,,,
2013-08-30,0.0,123.2332,,,,,,,
2013-08-31,0.0,129.46,,,,,,,
2013-09-01,0.0,128.2597,,,,,,,
2013-09-02,0.0,127.3648,,,,,,,
2013-09-03,0.0,127.5915,,,,,,,
2013-09-04,0.0,120.5738,,,,,,,
2013-09-05,0.0,120.5333,,,,,,,
2013-09-06,0.0,116.321,,,,,,,
2013-09-07,0.003,119.0547,,,,,,,
2013-09-08,0.0,116.595,,,,,,,
2013-09-09,0.0,120.0188,,,,,,,
2013-09-10,0.0,121.458,,,,,,,
2013-09-11,0.0,125.4518,,,,,,,
2013-09-12,0.0,125.7598,,,,,,,
2013-09-13,0.0,126.5072,,,,,,,
2013-09-14,0.0,124.0813,,,,,,,
2013-09-15,0.0,124.5783,,,,,,,
2013-09-16,0.01689662,125.0618,,,,,,,
2013-09-17,0.0,125.9683,,,,,,,
2013-09-18,0.0,126.3045,,,,,,,
2013-09-19,0.0,124.1937,,,,,,,
2013-09-20,0.67108221,122.9008,,,,,,,
2013-09-21,0.0,122.6435,,,,,,,
2013-09-22,0.0,122.651,,,,,,,
2013-09-23,0.0,122.2235,,,,,,,
2013-09-24,0.0,122.5383,,,,,,,
2013-09-25,0.0,123.423,,,,,,,
2013-09-26,0.0,123.4763,,,,,,,
2013-09-27,0.0,123.4983,,,,,,,
2013-09-28,0.0,124.7483,,,,,,,
2013-09-29,0.0,125.1807,,,,,,,
2013-09-30,0.0,123.0983,,,,,,,
2013-10-01,0.0,125.4938,,,,,,,
2013-10-02,0.0,99.8135,,,,,,,
2013-10-03,0.0,116.8168,,,,,,,
2013-10-04,0.0,121.2945,,,,,,,
2013-10-05,0.0,121.1398,,,,,,,
2013-10-06,0.00047500000000000005,121.6828,,,,,,,
2013-10-07,0.10028703,123.245,,,,,,,
2013-10-08,6.499e-05,124.3182,,,,,,,
2013-10-09,0.0,125.8423,,,,,,,
2013-10-10,0.0,125.6982,,,,,,,
2013-10-11,8.5e-05,125.5117,,,,,,,
2013-10-12,0.0,126.5232,,,,,,,
2013-10-13,0.0,130.4155,,,,,,,
2013-10-14,0.0,133.0355,,,,,,,
2013-10-15,0.0,138.6417,,,,,,,
2013-10-16,0.0,137.4188,,,,,,,
2013-10-17,0.0,142.735,,,,,,,
2013-10-18,0.0,149.5947,,,,,,,
2013-10-19,0.0,159.8115,,,,,,,
2013-10-20,0.0,163.0632,,,,,,,
2013-10-21,0.0,174.1772,,,,,,,
2013-10-22,0.10054326,183.8648,,,,,,,
2013-10-23,0.0,200.62,,,,,,,
2013-10-24,0.0,183.1482,,,,,,,
2013-10-25,0.0,178.1217,,,,,,,
2013-10-26,0.0,175.9008,,,,,,,
2013-10-27,0.0,185.6888,,,,,,,
2013-10-28,0.0,187.8683,,,,,,,
2013-10-29,0.91,198.1932,,,,,,,
2013-10-30,0.0,194.5493,,,,,,,
2013-10-31,0.0,198.2263,,,,,,,
2013-11-01,0.0,198.5098,,,,,,,
2013-11-02,0.00011,200.8473,,,,,,,
2013-11-03,0.00053236,207.6335,,,,,,,
2013-11-04,0.000124,225.196,,,,,,,
2013-11-05,0.00044,239.29,,,,,,,
2013-11-06,0.0,253.6933,,,,,,,
2013-11-07,0.0,283.3023,,,,,,,
2013-11-08,0.0,323.767,,,,,,,
2013-11-09,0.0,336.1358,,,,,,,
2013-11-10,0.0,311.9005,,,,,,,
2013-11-11,0.0,332.6263,,,,,,,
2013-11-12,0.0,349.3425,,,,,,,
2013-11-13,0.049,393.2795,,,,,,,
2013-11-14,0.1,410.723,,,,,,,
2013-11-15,4.1009889600000005,409.1675,,,,,,,
2013-11-16,0.0,428.8238,,,,,,,
2013-11-17,0.0,476.295,,,,,,,
2013-11-18,0.0,674.3768,,,,,,,
2013-11-19,0.00032,541.8257,,,,,,,
2013-11-20,1.1,572.6675,,,,,,,
2013-11-21,0.0,695.8668,,,,,,,
2013-11-22,0.0,747.4818,,,,,,,
2013-11-23,0.1,776.6998,,,,,,,
2013-11-24,0.10104119,751.377,,,,,,,
2013-11-25,0.15,778.6753,,,,,,,
2013-11-26,0.47006136000000004,899.2,,,,,,,
2013-11-27,0.01,948.4088,,,,,,,
2013-11-28,6.0745,1037.755,,,,,,,
2013-11-29,0.0,1120.3971,,,,,,,
2013-11-30,5.17228015,1124.7631,,,,,,,
2013-12-01,0.0,946.9237,,,,,,,
2013-12-02,69.9999,1038.3485,,,,,,,
2013-12-03,0.0,1068.6675,,,,,,,
2013-12-04,0.0299,1147.2457,,,,,,,
2013-12-05,0.02,1042.0267,,,,,,,
2013-12-06,0.02,834.0262,,,,,,,
2013-12-07,0.1,694.4709,,,,,,,
2013-12-08,0.060000000000000005,795.3968,,,,,,,
2013-12-09,0.0,898.0222,,,,,,,
2013-12-10,0.05,989.9975,,,,,,,
2013-12-11,0.01,883.2617,,,,,,,
2013-12-12,0.02,875.7474,,,,,,,
2013-12-13,0.01769147,898.2112,,,,,,,
2013-12-14,0.12000000000000001,867.495,,,,,,,
2013-12-15,0.02,879.4692,,,,,,,
2013-12-16,0.02016541,712.508,,,,,,,
2013-12-17,0.01,683.8408,,,,,,,
2013-12-18,0.01,522.2288,,,,,,,
2013-12-19,0.0373999,698.4503,,,,,,,
2013-12-20,0.08001584,622.8418,,,,,,,
2013-12-21,0.01,608.9638,,,,,,,
2013-12-22,0.09043403999999998,617.8158,,,,,,,
2013-12-23,0.01018433,673.1677,,,,,,,
2013-12-24,0.5,667.6203,,,,,,,
2013-12-25,0.04886308,687.3557,,,,,,,
2013-12-26,0.02,765.2067,,,,,,,
2013-12-27,0.060000000000000005,746.7232,,,,,,,
2013-12-28,0.02000113,730.4715,,,,,,,
2013-12-29,0.05530734,745.0712,,,,,,,
2013-12-30,0.02043073,754.7645,,,,,,,
2013-12-31,0.0,757.4953,,,,,,,
2014-01-01,0.01,770.4357,,,,,,,
2014-01-02,10.7789986,808.0485,,,,,,,
2014-01-03,0.04230968,830.024,,,,,,,
2014-01-04,0.01,858.9833,,,,,,,
2014-01-05,0.0335,940.0972,,,,,,,
2014-01-06,0.028106190000000003,951.3865,,,,,,,
2014-01-07,0.02,810.5833,,,,,,,
2014-01-08,0.0,859.9485,,,,,,,
2014-01-09,0.01,860.895,,,,,,,
2014-01-10,0.01,884.6667,,,,,,,
2014-01-11,0.01,930.905,,,,,,,
2014-01-12,0.01,873.2635,,,,,,,
2014-01-13,0.06150403,857.9564,,,,,,,
2014-01-14,2.91486294,851.828,,,,,,,
2014-01-15,0.0504,874.713,,,,,,,
2014-01-16,0.0,847.3735,,,,,,,
2014-01-17,0.01,828.222,,,,,,,
2014-01-18,36.5068,843.7583,,,,,,,
2014-01-19,0.01,878.6807,,,,,,,
2014-01-20,0.09953448000000001,871.0483,,,,,,,
2014-01-21,0.01,874.2885,,,,,,,
2014-01-22,0.01,863.95,,,,,,,
2014-01-23,0.01006716,854.3475,,,,,,,
2014-01-24,0.01,825.1221,,,,,,,
2014-01-25,0.060000000000000005,861.8516,,,,,,,
2014-01-26,0.00022714999999999996,880.1523,,,,,,,
2014-01-27,0.0002324,814.5302,,,,,,,
2014-01-28,0.10194367000000001,833.9395,,,,,,,
2014-01-29,0.060021729999999995,837.5148,,,,,,,
2014-01-30,0.0,845.8467,,,,,,,
2014-01-31,0.0398,848.2875,,,,,,,
2014-02-01,0.0,853.0164,,,,,,,
2014-02-02,0.07913063999999999,854.375,,,,,,,
2014-02-03,0.00020433999999999998,846.9048,,,,,,,
2014-02-04,0.05,842.0123,,,,,,,
2014-02-05,5.2764299,820.867,,,,,,,
2014-02-06,0.09905431,783.6211,,,,,,,
2014-02-07,5.04909041,703.567,,,,,,,
